Letter ID,Full Text
ASCC 1372,"in der Sache, der von mir seinerzeit für Frau culp instrumentierten Lieder etc. muss ich Sie nun bitten sofort energischstes zu unternehmen, da ich diese Lieder in Paris aufführen und endlich herausgeben will. Ich habe damals mit Frau Culp abgemacht, dass ihr die Partituren fünf Jahre lang zur alleinigen Benützung zur Verfügung stehen sollen, dann aber an mich zurückfallen. Wenn Frau Culp die Manuskripte behalten will, so will ich meinetwegen eventuell auf die Originale verzichten unter der Bedingung aber, dass Sie mir die Möglichkeit giebt, auf ihre Kosten (cirka 130 Schillinge) eine photographische Ko pie davon herstellen zu lassen. Ich bitte Sie, Frau Culp darauf aufmerksam zu machen, dass ich mich an der Veröffentlich e ung meines geistigen Eigentums unter keinen Umständen hindern lassen kann und eventuell Schadenersatzansprüche geltend machen müsste. Ich bitte Sie einen Termin für die Einhändigung zu setzen, da ich nicht warten kann. Bitte um umgehende Nachricht."
ASCC 1389,"um die Herausgabe einer englischen Uebersetzung mei ner Harmonielehre zu ermöglichen, will ich weitestes Entge genkommen beweisen und erkläre mich darum bereit, mit Herrn J. I. Becker darüber zu verhandeln. Von vornherein aber muss ich Sie bitten, dafür zu sorgen, dass folgende Bedingungen akzeptiert werden: I. Die Ausgabe muss ungekürzt sein und darf keine Zusätze enthalten, die nicht ausserhalb meines Textes stehen und als Zu sätze von fremder Hand deutlich bezeichnet sind (Anmerkung des Uebersetzers): Selbs r t verständlich dürfen aber solche Zu sätze höchstens erläuternd, niemals aber polemisch sein. II. Die Ausg e abe sollte nur für Amerika sein und es wäre das Recht auf eine englische Ausgabe ausdrück lich zu reservieren. Denn Englisch und Amerikanisch sind zwei Sprachen! III. Den Originalvertrag zwischen der UE, dem Uebersetzer und der amerikanischen Vertretung möchte ich mitunterzeichnen, um volle Wahrung meiner Interessen sichern zu können. 000000000000 ad Stuckenschmied: Material ist ihm einstweilen nicht zu senden, da er mir noch nichts verbindliches geschrieben hat. 000000000000 ad Maria Culp: ich muss Sie bitten, an Frau Culp einen Brief von einem Advokaten schreiben zu lassen, in welchem ihr ein Termin von acht Tagen gesetzt wird. 000000000000 Das Pariser Konzert mit Frau Freund dürfte zustandekommen. Ausserdem noch eines, in welchem ich eventuell die Urauffüh r rung der Suite dirigieren werde. Ferner werde ich einen Vor trag in französischer Sprache in der Sorbonne halten. Sonst ist einstweilen nicht viel los."
ASCC 1391,"Frau Freund schreibt mir am 3i. , sie habe vor 12 Tagen und s seither ein zweitesmal an die UE um Materiale für unsere P Pariserkonzerte geschrieben, ohne ein Antwort zu erhalten. Sie bittet mich, Ihnen zu schreiben. Ich berechne Ihnen als Taxe für diesen Brief, den ich durch Ihre Schuld schreiben muss 100 Schilling und bitte um Gutschriftsanzeige. In Hinkunft aber werde ich nicht UEPreis fordern, sondern Schönberg-Preise und die sind etwas höher! Frau Freund wird wahrscheinlich entweder Material Pelleas Waldtaube und Bachchoräle verlangen (ausser pierrot) oder Kammersymphonie-Original Ausgabe (15 Solo-Instr.) und Waldtaube für Kammerorchester. Die SMI wird wahrscheinlich Material der Suite op. 29 ver langen. Ich hoffe, dass das nun sofort erledigt wird. Ueber die obengenannten 100 Schilling werde ich demnächst verfügen."
ASCC 1410,"heute erhielt ich einen Brief von Ihnen, in welchem Sie mir die telegrafische Übersendung von 1000 Mark mitteilen, wie ich Sie von Ihnen telegra fisch erbeten habe. Aber der Betrag ist noch immer nicht eingetroffen. Es muss irgend etwas mit der Post los sein, und Sie können sich vielleicht vorstellen, wie es mich ge kränkt hat, dass ich am 2 i 1 . von Paris abreisen musste, o ohne Antwort auf mein Telegramm vom 19.! Als ich dann am 23. hier noch immer weder das Geld, noch eine Antwort hatte, konnte ich mir das nicht erklären, denn an eine solche Unverlässlichkeit der Post konnte man gar nicht denken. Der Brief, den ich Ihnen am 23. schrieb und aus wel chem Sie den Grad meiner Kränkung vielleicht ent nehmen werden, ist nun, zu meiner Freude, gegenstands los; und ich hoffe, Sie werden ihn, durch die Umstände erklärt, begreifen und als nicht geschrieben ansehen. Vielleicht haben Sie inzwischen gehört, wie schön alles in Paris war. Man hat mich unmenschlich gefeiert und die Konzerte hatten sehr grossen Erfolg. So, dass m man allgemein sagt, dass die Suite schöner ist, als das Bläserquintett, was ja bis zu einem gewissen Grad richtig ist, aber ohne dass das Bl-Qu. weniger schön wäre. Allgemein hat man sehr bedauert, dass Direktor Herzka nicht, nicht, wie er angekündigt hatte, gekommen ist. Er hätte sich sicher sehr gefreut.    Nun hoffe ich hier meinen Katarrh, der mich in der letzten Zeit sehr gequält hat, wieder los zu werden. Aussicht dazu ist vorhanden. Denn nachdem es einen Tag geregnet hat, war es gestern und heute sehr schön. Sollte das Geld in zwei Tagen nicht gekommen sein, so werde ich Sie telegrafisch bitten, es zu reklamieren. Nun sende ich Ihnen noch herzlichste Weinachts- und Neujahrswünsche und bin"
ASCC 1412,"eben genötigt, Zahlungen mittelst Postsparkasse zu leisten, fällt mir ein, dass ich bis jetzt keine Verständigung darüber erhalten habe, ob die gewisse 500 Mark-Zahlung von Ihnen auf mein Postsparkassen-Konto in diesem Monat schon erfolgt ist. Darf ich Sie eventuell bitten, die Zahlung auf dem raschesten Weg zu leisten, damit die Auszahlung meiner Scheks keine Verzögerung erleidet?"
ASCC 1425,begehre vertragseinhaltung bezuglich fuenfhundert markzahlung und ausserdem tausend mark extravorschuss fur sonderleistung bach aufklaret missverstaendnis dratlich gruesse herzlichst = schoenberg +
ASCC 1426,meine fragen sendungen briefe ersuchen unbeantwortet erbitte dratliche beantwortung = schoenberg =
ASCC 1450,"anbei der Brief Stock’s. Ich habe keinen Anlass meinen Standpunkt Amerika gegenüber zu ändern: Wenn Amerika die Gurrelieder will, muss es mich mit in den Kauf nehmen. Nur: der Kaufpreis wächst von Jahr zu Jahr, durch Zins und Zin seszins. Meinen Vortrag (in Breslau) herzuge n ben kann ich mich nicht recht entschliessen, da ich ihn vielleicht noch für andere Bühnen brauchen werde; ausserdem müsste ich ihn für den Druck ein bischen herrichten was einige Tage dauern würde; und schliesslich käme er Sie dann zu teuer: 300 Mark wenigstens, da ich ja von Christian science für zwei Fortsetzungen 400 Mark bekäme! Ich wüsste gerne, ob: die „Glückliche Hand“ in Breslau und die „Erwartung“ in Wiesbaden weitergegeben werden und wieviele Vorstellungen insgesamt bis jetzt waren."
ASCC 1453,"es ist richtig, dass ich die Streichquartett Stimmen noch nicht gesehen habe. Es wäre aber sehr gut, wenn Kolisch auf Grund seiner Probenerfahrungen mir einzelne Vorschläge für die Drucklegung machte. Dann könnte ich ja die Stimmen noch einmal ansehen, bevor sie in den Druck gehen. Im Allgemeinen gelten ja die c v on mir aufgestellten Stichregeln. Und jedenfalls sollten die Stichworte schon eingetragen sein, wenn Sie sie mir schicken. Es sollen in allen Stimmen fortlaufend Stichnoten vorhanden sein so dass mindestens schon bei einer Eintakt-Pause eines steht. In schwierigen Fällen (Kolisch!) auch bei kleinsten Pausen. Aber auch, wenn keine Pause ist, sind manchmal Stichnoten fürs Zusammenspiel nötig."
ASCC 1457,"seit Sie mir seinerzeit erzählt haben, dass Sie zu einem gewissen Zeitpunkt vorhaben, sich von der Leitung der UE zurückzuziehen, empfand ich die Notwendigkeit einer Schutzmassnahme gegen Ihren uns bis jetzt unbekannten Nachfolger. Da sich in der letzten Zeit die Gerüchte über die grosse Nähe einer Aenderung mehren, eines solche n r Schrittes aber zu früh getan sein muss, wenn er zur rechten Zeit kommen da sein will , so habe ich Beiliegendes entworfen und sende es Ihnen zur Kenntnisnahme, ehe es an Fremde geht. Und ich muss sie sehr bitten (und erwarte es aufs Bestimmteste von Ihnen) dass Sie diese Aktion, welche für Sie persönlich ein grosses Vertrauensvotum darstellt, aufs weitestgehendste fördern. Wir alle wissen, dass in Ihnen der chevalerske Zug eines Grosskaufma a n nes aus den achtziger Jahren über den „Konzernisten“ das Uebergewicht hat und dass Ihr Nachfolger vielleicht es bereits ablehnen wird, für unsere Waaren ein anderes als kaufmännisches Interesse zu haben. Wir wollen uns gegen Ihren Nachfolger sichern. Ist er zgut, so scha det uns u s nsere Aktion nichts! Ich möchte gerne diese Briefe mit dem Vermerk versehen, dass Sie Ihnen bekannt sind und bitte darum um baldige Antwort."
ASCC 1461,"Liebes Pult, Es wäre auch an eine Bezeichnung jedes Taktes durch Buchstaben allein, oder Buchstaben und Ziffern zu denken. Bei Mit bloss zwei Buchstaben allein kann man mit bloss zwei Buch schon 625 Takte bezeichnen A – Z, dann: AA AB –AZ; AC usw. mit drei Buchstaben aber über 15000! Und drei Buchstaben nennt man rascher, als eine dreistellige Zahl (Man könnte allerdings die dreistelligen Zahlen auch bloss durch Nennung der Ziffern aussprechen; z. B. statt dreihundert fünfundsechzig: drei-sechs-fünf). Aber auch eine Kombination von Buchstaben und Zahlen ergäbe Vorteile. Wenn man zum B. bei Takt „O -drei -sieben“ oder bei „M-einundvierzig“. Mit dieser Methode könnte man unter benützung von nur drei Zei Zeichen ungefähr 2500 Takte bezeichnen, während man bei Ziffern allein nur auf 999 kommt. Nimmt man aber bei besonders langen Werken, z. B Opern eine vierte Stelle dazu, so gelangt man bei einem Buchstaben und drei Ziffern zu 25000, Takten, bei zwei Buchstaben und zwei Ziffern aber zu 62000 Takten. Ein Akt Wagner dürfte kaum viel mehr als 5000 Takte (500 Seiten zu etwa 10 Takten) haben. Man sieht also, dass man sehr gut auskommen könnte. Jens Quer Lieber Taktstock, bitte notfalls etwas besser formulieren und ohne jede Na mensnennung zu bringen. dabei würde schon etwas brauchbares herausschauen Man müsste allerdings für die Buchstabenaufeinander folge eine Vorlage „Numerirtem“ haben"
ASCC 1462,"darf ich Sie erinnern, dass Sie sich ein bischen darum kümmern wollten, dass Greissle bessere Arbeiten bekommt und reichlich beschäftigt wird? Sie waren so freundlich mir es zuzusagen. Als Revanche habe ich schon heute etwas kleines an Pult u. Taktstock (einer von den beiden kanns gewiss brauchen) geschickt und vielleicht schreibe ich Ihnen, wenn ich zufrieden bin, einen Artikel. Aber ich habe noch eine Bitte: ich möchte gerne einen ver lässlichen Ueberblick über das Einkommen Greissles haben. Wäre es Ihnen möglich, zu veranlassen, dass man mir – aber genau! – angiebt, wieviel ihm in den letzten 1–3 Monaten ausbezahlt wurden und was für Arbeiten das waren. Aber es müste, um das Accidentielle auszuschliessen doch mindeste t ns von einem ganzen Monat die Rede sein. Was war in Wiesbaden los? Ist der Erwartungs-Erfolg grösser als der Jonnynische?"
ASCC 1471,"Warum schickt man mir das, ehe es druckfertig gemacht ist? Ist das meine Arbeit??? Ich sehe: 1. Ungenügende Wendestellen; man benötigt wenigstens 3 Viertel à  = 60; das ist also 3 Sekunden respektive 3/60 Minutenz Bsp also: 2. Die Herren des Quartetts haben sich vielfach über oder unter ihre Stimmen hin notiert, was ein oder das andere Instrument gleichzeitig spielt. Das muss nach der Partitur ordentlich und sauber sein Ich sehe, dass in einzelnen Stimmen die nahezu ununterbrochen (mit Rotstift) die Eintragung anderer Stimmen als Stichwort gefordert wird. Ich weiß nicht wessen Handschrift dieser Rotstift (insbesondere in der Bratsche am Titelblatt) ist und kann nicht recht beurteilen, ob das wirklich unbedingt nötig ist. Bitte darüber Herrn Kolisch zu befragen. Er soll das entscheiden. Natürlich soll man nur das Nötige machen, damit nicht die Wendestellen dadurch gefährdet werden."
ASCC 1491,"bitte freundlichst, diesmal die 500-Markzahlung nicht auf mein Postsparkassenkonto zu leisten, sondern sie, gleich nach Erhalt dieses Briefes auf dem raschesten Wege hieher gelangen zu lassen. Ich möchte sie gerne spätestens am Montag den 20.VIII hier haben. Denn ich hoffe in dieser Woche ein Orchesterwerk (Variationen) zu vollenden und möchte dann so rasch als möglich von hier in ein weniger warmes Klima, um die Partitur noch für diese Saison fertig zu machen. Ich würde Ende August ei nen Teil der Partitur schicken können; könnte man dann dann könnte man gleich beginnen, davon die Stimmen herzustellen. Nur müsste ich erfahren, ob die Kontophot-Gesellschaft hier irgendwo (Marseille oder Nizza) eine Filiale hat. Könnten Sie das nicht bei der Wiener Firma erfragen? Bitte Herrn Direktor Herzka herzlichst von mir zu grüssen; sobald ich mit der Komposition fertig bin, schreibe ich ihm."
ASCC 1495,"ich habe leider gar keine Noten mit mir, so dass ich das Stück für Klavier nach der Serenade aus Pierrot nur machen könnte, wenn Sie mir umgehend eine kleine Partitur schicken würden. Bis wann – spätestens – müssten Sie es denn haben? Ich bleibe doch wahrscheinlich noch längere Zeit hier, weil ich eigentlich trotz der Hitze hier recht gut gearbeitet habe. Die Variationen für grosses Orchester sind seit dem 21. fertig und ich bin schon dabei, die Partitur fertig zu machen. Ich könnte eventuell auch bald eine kleine Partie, die ersten zwanzig Seiten, schicken. Aber ich warte bisher vergebens darauf, dass Sie mir die Antwort der Berliner Kontophot-Centrale endlich mitteilen: ob sie in Nizza oder even tuell in Marseille eine Filiale hat. Ist Herr Direktor Herzka in Wien? Wenn ja, so bitte ich, ihm ... resp.: dann lesen Sie ja, lieber Herr Direktor, ohnedies diesen Brief selbst; also, wenn nicht, so bitte, ihm vielmals und herzlichst für sein freundliches Interesse für meinen Sohn zu danken. Ich hätte längst geschrieben: aber so oft die Hitze den Aufenthalt am Schreibtisch zugelassen hat, habe ich komponiert."
ASCC 1497,"da ich nicht ausfindig machen kann, ob und wo ich hier die Partitur photographieren lassen kann, muss das also in Wien bei der Kontophot-Gesellschaft erfolgen. Ich sende Ihnen zu diesem Zweck heute das ganze, weiss aber noch nicht wie, da ich die Bestimmungen erst bei der Post erfahre. Ich bitte Sie nun sofort nach Empfang bei der Kontophot telefonisch eine Stunde zu verlangen, zu wel cher in Gegenwart eines verlässlichen Boten (kann man Stein da rum bitten??) die erste Aufnahme (negativ) erfolgt. Der Bote kann hierauf mit dem Manuskript nach hause gehen und es wieder an mich senden lassen. Die Kontophot entwickeln dann das Negativ und können für den Stich und für Furtwängler je ein Positiv bis zum nächsten Tag (ich weiss das aus Berlin) fertigmachen. Dann ist das eine so r rasch w als möglich an Furtwängler zu senden! Das Manuskript sollte, um nicht sich zu verwischen und gänzlich unbrauchbar zu werden (um rechtzeitig fertig zu werden, habe ich mit Bleistift ges d chrieben) nicht unnötig lange herumliegen. Bitte also keine Zeit zu verlieren! Ich muss Ihnen nun schliessen um nach Monte Carlo zur Post zu fahren. Näheres dann sofort."
ASCC 1498,"ich bemerke schon seit einiger Zeit, dass Sie (trotz meiner wie derholten Reklamationen und trotzdem ich bei Herrn Direktor Winter aus unserer Korrespondenz einwandfrei das Gegenteil festgestellt habe) immer wieder die M500-Zahlungen um zwei Monate früher datie ren, als es den Tatsachen entspricht. Ich muss nun ehe ich einen Vor schlag zur Güte mache, vorausschicken, dass ich unbedingt auf Einhal tung unseres Vertrages bestehen muss und diesen Vorschlag nur des halb mache, weil ich in den ablaufenden fünf Vertragsjahren nicht in der Lage war, der UE jenes grosse Millionen einbringende Werk zu liefern von welchem sie bei Abschluss des Vertrages scheinbar geträumt hat; weil ich also daran denke, das Ende unseres langjähri gen Vertragsverhältnisses mit einem gegenseitigen Akt der Courtoi sie und der Noblesse erfolgen zu lassen. Ich bin also bereit, in wenigen Wochen eine bereits vor einigen Monaten zu bedeutendem Teil fertiggestellte Orchesterbearbeitung eines Bachschen Orgelwerkes (Präludium und Fuge in Es, Dauer ungefähr 15 Minuten, Partitur etwa 50 Seiten 32-zeilig) so zu liefern, dass es noch in dieser Saison aufgeführt werden kann. Und zwar als Leistung innerhalb unseres fünfjährigen Vertrages, welche jedoch schon mit der Lieferung der Orchestervariationen vollerfüllt ist. Dagegen verlange ich, dass ohne weiteres Reden und Diskutieren, die Uebertragung der ohne meine Zustimmung auf Neue Werke belasteten 1000 Mark auf das Konto alte Werke erfolgt. Und zweitens einen Vorschuss von tausend Mark auf das Konto alte Neue Werke. Die Uraufführung bitte ich einstweilen nicht zu vergeben, da ich sie ganz gerne selbst machen möchte. Ich nehme dabei als selbstverständlich an, dass die beiden Partituren sofort gestochen werden und Klavierauszüge hergestellt werden. Ich bitte, mir gleich zu antworten, da ich in diese se m Falle gleich wieder die Arbeit an dem Stücke beginnen würde. Ich möchte Ihnen noch mitteilen, dass ich mich mit der Absicht trage, von meinen letzten Kammermusikwerken, nämlich: der Serenade, dem Bläserquintett und der Suite op. 29 Orchesterbear beitungen herzustellen, um der Verbreitung dieser Werke ein we nig nachzuhelfen. Zu den Orchestervariationen: Hiezu kommen, wie zu allen meinen letzten Instrumentalwerken, die ge wissen Vorbemerkungen. Bitte senden Sie mir umgehend eine Abschrift der letzten Fassung aus der Suite op. 29 , damit ich sie entsprechend redigieren kann. Notizen dazu finden sich auf den Umschlagblättern der Partitur . Ich muss diese also auch mitzurückbekommen. Ich bleibe hier gewiss noch 8–10 Tage und gedenke dann entweder nach Berlin oder aber, vielleicht für einige Zeit, nach Paris zu gehen. Jedenfalls aber möchte ich gerne noch diese Parti tur für diese Saison zurecht bringen."
